point,algorithm,time,coverage,length,rotation
2 - [  1.59000003 -12.5         -5.66468811],BAstar,40,63.74,2136,1123
2 - [  1.59000003 -12.5         -5.66468811],BAstar,50,64.08,2250,1141
2 - [  1.59000003 -12.5         -5.66468811],BAstar,60,64.16,2347,1153
2 - [  1.59000003 -12.5         -5.66468811],BAstar,70,64.22,2449,1166
2 - [  1.59000003 -12.5         -5.66468811],BAstar,80,64.31,2513,1207
2 - [  1.59000003 -12.5         -5.66468811],BAstar,90,80.87,2868,1320
2 - [  1.59000003 -12.5         -5.66468811],BAstar,100,85.95,3069,1424
2 - [  1.59000003 -12.5         -5.66468811],BAstar,110,90.14,3321,1610
2 - [  1.59000003 -12.5         -5.66468811],BAstar,120,91.04,3354,1639
2 - [  1.59000003 -12.5         -5.66468811],BAstar,130,91.16,3382,1645
2 - [  1.59000003 -12.5         -5.66468811],BAstar,140,91.23,3402,1654
2 - [  1.59000003 -12.5         -5.66468811],BAstar,150,91.26,3451,1656
2 - [  1.59000003 -12.5         -5.66468811],BAstar,160,97.24,3682,1758
2 - [  1.59000003 -12.5         -5.66468811],BAstar,170,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,180,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,190,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,200,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,210,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,220,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,230,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,240,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,250,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,260,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,270,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,280,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,290,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,300,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,310,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,320,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,330,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,340,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,350,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,360,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,370,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,380,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,390,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,400,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,410,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,420,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,430,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,440,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,450,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,460,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar,470,97.46,3718,1780
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,0,0,0,0
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,10,32.91,957,946
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,20,40.61,1315,1257
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,30,47.72,1650,1536
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,40,60.74,2083,1953
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,50,71.23,2430,2247
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,60,86.9,2749,2616
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,70,95.08,3020,2844
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,80,97.45,3199,3011
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,90,97.55,3263,3062
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,100,97.77,3334,3077
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,110,97.81,3338,3082
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,120,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,130,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,140,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,150,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,160,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,170,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,180,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,190,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,200,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,210,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,220,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,230,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,240,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,250,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,260,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,270,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,280,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,290,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,300,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,310,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,320,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,330,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,340,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,350,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,360,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,370,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,380,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,390,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,400,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,410,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,420,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,430,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,440,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,450,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,460,97.84,3434,3090
2 - [  1.59000003 -12.5         -5.66468811],BAstar Variant,470,97.84,3434,3090
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,10,33.48,829,815
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,20,51.53,1298,1288
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,30,64.52,1648,1646
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,40,74.66,1865,1883
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,50,85.48,2116,2111
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,60,89.64,2341,2286
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,70,91.01,2557,2409
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,80,91.11,2709,2445
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,90,94.07,2945,2623
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,100,94.33,3150,2694
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,110,94.39,3317,2732
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,120,94.46,3455,2745
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,130,96.46,3554,2822
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,140,97.81,3803,2974
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,150,97.88,3949,3002
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,160,98.05,4102,3047
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,170,98.13,4234,3071
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,180,98.14,4294,3080
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,190,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,200,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,210,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,220,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,230,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,240,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,250,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,260,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,270,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,280,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,290,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,300,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,310,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,320,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,330,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,340,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,350,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,360,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,370,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,380,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,390,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,400,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,410,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,420,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,430,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,440,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,450,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,460,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],Inward Spiral,470,98.15,4344,3086
3 - [16.5         8.69999981 -5.3346858 ],BAstar,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],BAstar,10,27.9,918,431
3 - [16.5         8.69999981 -5.3346858 ],BAstar,20,42.86,1354,653
3 - [16.5         8.69999981 -5.3346858 ],BAstar,30,51.82,1691,794
3 - [16.5         8.69999981 -5.3346858 ],BAstar,40,61.02,2020,957
3 - [16.5         8.69999981 -5.3346858 ],BAstar,50,68.61,2245,1092
3 - [16.5         8.69999981 -5.3346858 ],BAstar,60,80.5,2531,1220
3 - [16.5         8.69999981 -5.3346858 ],BAstar,70,83.8,2700,1341
3 - [16.5         8.69999981 -5.3346858 ],BAstar,80,89.06,2952,1481
3 - [16.5         8.69999981 -5.3346858 ],BAstar,90,90.03,3087,1514
3 - [16.5         8.69999981 -5.3346858 ],BAstar,100,90.65,3185,1590
3 - [16.5         8.69999981 -5.3346858 ],BAstar,110,90.75,3243,1603
3 - [16.5         8.69999981 -5.3346858 ],BAstar,120,91.16,3272,1630
3 - [16.5         8.69999981 -5.3346858 ],BAstar,130,91.22,3375,1638
3 - [16.5         8.69999981 -5.3346858 ],BAstar,140,91.22,3375,1638
3 - [16.5         8.69999981 -5.3346858 ],BAstar,150,96.63,3576,1717
3 - [16.5         8.69999981 -5.3346858 ],BAstar,160,97.43,3642,1762
3 - [16.5         8.69999981 -5.3346858 ],BAstar,170,97.45,3730,1774
3 - [16.5         8.69999981 -5.3346858 ],BAstar,180,97.49,3732,1781
3 - [16.5         8.69999981 -5.3346858 ],BAstar,190,97.5,3821,1788
3 - [16.5         8.69999981 -5.3346858 ],BAstar,200,97.52,3870,1794
3 - [16.5         8.69999981 -5.3346858 ],BAstar,210,97.54,3871,1795
3 - [16.5         8.69999981 -5.3346858 ],BAstar,220,97.57,3910,1813
3 - [16.5         8.69999981 -5.3346858 ],BAstar,230,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,240,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,250,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,260,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,270,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,280,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,290,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,300,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,310,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,320,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,330,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,340,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,350,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,360,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,370,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,380,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,390,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,400,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,410,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,420,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,430,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,440,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,450,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,460,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar,470,97.58,3955,1817
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,0,0,0,0
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,10,44.23,1055,1198
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,20,51.17,1358,1428
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,30,59.78,1712,1837
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,40,63.47,1936,2064
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,50,65.02,2073,2122
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,60,73.33,2337,2444
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,70,82.99,2571,2690
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,80,88.2,2749,2881
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,90,94.56,2985,3075
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,100,97.47,3150,3210
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,110,97.63,3245,3285
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,120,97.63,3262,3289
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,130,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,140,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,150,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,160,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,170,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,180,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,190,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,200,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,210,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,220,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,230,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,240,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,250,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,260,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,270,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,280,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,290,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,300,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,310,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,320,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,330,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,340,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,350,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,360,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,370,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,380,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,390,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,400,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,410,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,420,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,430,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,440,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,450,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,460,97.64,3309,3297
3 - [16.5         8.69999981 -5.3346858 ],BAstar Variant,470,97.64,3309,3297
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,0,0,0,0
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,10,35.28,932,922
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,20,54.19,1366,1378
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,30,69.01,1697,1683
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,40,75.57,1931,1928
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,50,81.1,2228,2192
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,60,88.15,2442,2371
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,70,93.74,2688,2559
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,80,96.46,2905,2703
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,90,96.66,3102,2764
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,100,97.5,3354,2912
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,110,97.66,3537,2960
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,120,97.76,3712,3003
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,130,97.81,3832,3015
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,140,97.86,3926,3035
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,150,97.91,4037,3043
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,160,97.91,4037,3043
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,170,98.06,4187,3079
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,180,98.09,4282,3097
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,190,98.14,4304,3100
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,200,98.18,4403,3109
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,210,98.18,4403,3109
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,220,98.21,4507,3116
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,230,98.21,4516,3119
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,240,98.24,4633,3129
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,250,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,260,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,270,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,280,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,290,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,300,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,310,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,320,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,330,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,340,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,350,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,360,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,370,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,380,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,390,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,400,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,410,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,420,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,430,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,440,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,450,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,460,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],Inward Spiral,470,98.24,4666,3138
4 - [-0.91000003  4.         -5.41468811],BAstar,0,0,0,0
4 - [-0.91000003  4.         -5.41468811],BAstar,10,26.6,921,438
4 - [-0.91000003  4.         -5.41468811],BAstar,20,48.18,1457,646
4 - [-0.91000003  4.         -5.41468811],BAstar,30,52.91,1725,856
4 - [-0.91000003  4.         -5.41468811],BAstar,40,59.29,1950,964
4 - [-0.91000003  4.         -5.41468811],BAstar,50,68.98,2214,1112
4 - [-0.91000003  4.         -5.41468811],BAstar,60,79.29,2442,1219
4 - [-0.91000003  4.         -5.41468811],BAstar,70,84.17,2669,1362
4 - [-0.91000003  4.         -5.41468811],BAstar,80,88.97,2893,1477
4 - [-0.91000003  4.         -5.41468811],BAstar,90,90.39,3039,1533
4 - [-0.91000003  4.         -5.41468811],BAstar,100,90.96,3129,1592
4 - [-0.91000003  4.         -5.41468811],BAstar,110,90.98,3159,1600
4 - [-0.91000003  4.         -5.41468811],BAstar,120,91.08,3232,1619
4 - [-0.91000003  4.         -5.41468811],BAstar,130,91.11,3320,1626
4 - [-0.91000003  4.         -5.41468811],BAstar,140,91.11,3320,1626
4 - [-0.91000003  4.         -5.41468811],BAstar,150,96.7,3535,1714
4 - [-0.91000003  4.         -5.41468811],BAstar,160,97.31,3587,1750
4 - [-0.91000003  4.         -5.41468811],BAstar,170,97.35,3638,1758
4 - [-0.91000003  4.         -5.41468811],BAstar,180,97.39,3689,1761
4 - [-0.91000003  4.         -5.41468811],BAstar,190,97.4,3760,1768
4 - [-0.91000003  4.         -5.41468811],BAstar,200,97.4,3760,1768
4 - [-0.91000003  4.         -5.41468811],BAstar,210,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,220,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,230,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,240,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,250,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,260,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,270,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,280,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,290,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,300,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,310,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,320,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,330,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,340,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,350,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,360,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,370,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,380,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,390,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,400,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,410,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,420,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,430,97.46,3779,1785
4 - [-0.91000003  4.         -5.41468811],BAstar,440,97.46,3779,1785
